1.662631415867417140e+00 4.946915034576814030e+00 8.839391822358651396e+00 5.748234858423730387e+00 8.854718594675388132e+00 2.519563586434525160e+00 9.929703962939820272e+00 1.015601134257168070e+01 3.150069486968214427e+00 1.631280694185253566e+01
2.077453756323051071e+00 1.099194071911565729e+01 1.809193790271421243e+00 3.637826130731010466e+00 1.256787511055016404e+00 9.252525707215804474e+00 6.352732616283832456e+00 8.305887131864306383e+00 2.149593871379468446e+00 1.159508591339499262e+01
9.730571374120625450e+00 5.702979706573537477e+00 5.071003564678310482e+00 7.416354043285494413e+00 2.743558421432585881e+00 5.682389681992377817e+00 3.477469052060106591e+00 1.161035397247975709e+01 1.316894878885438125e+01 9.026740932617526525e+00
8.501600436544363149e+00 4.793188299422087795e+00 9.611697167433963074e+00 4.706434489646910357e+00 1.324105605621886506e+00 1.319225095059153396e+01 1.168986316247728752e-01 4.851976815272624144e+00 9.479133439834289021e+00 6.734186639485744585e+00
7.686937804685694431e+00 8.567675169009900671e+00 6.211000052155924323e+00 1.230616363378728551e+01 1.243288055329117903e+01 1.813060264839022606e+00 2.502155810780740453e+00 4.456914560936699132e+00 8.732158499632287629e+00 1.070769956182282634e+01
3.961678610085546115e+00 5.347671929941080649e+00 3.095091502473636957e-01 9.016647276320103543e+00 1.692471435654137712e+00 5.241693685531262581e+00 9.614576944514396928e-04 2.737204788365536601e+00 1.025343264244932584e+01 8.495759942929847597e+00
7.500083595935212344e+00 1.067732819116180565e+01 2.349861546280125335e+00 5.620049348672239375e+00 9.173046316194236383e+00 6.798764495271706565e+00 1.150106830072795994e+01 9.377836328534517207e+00 9.548872197078881463e-01 1.638326201862119547e+01
6.920383683220663329e+00 9.395606944330241461e+00 7.536766528480558947e+00 1.260745257900496874e+01 1.087646618169194568e+01 3.742668034326410709e+00 1.294757634623134734e+01 4.346519054159985629e+00 2.875690330329989663e+00 6.746536868180572633e-01
4.100745971741925011e+00 3.479176449472966670e+00 9.346815131707582935e+00 5.784105179810909991e-01 1.202677309135754591e+01 8.201575906862098364e+00 1.911586925371638657e+00 6.477870925713869354e+00 7.718412098404467514e+00 4.291151238206860619e+00
7.384596707923417824e+00 1.025436093871735466e+01 1.092857917777339338e+01 2.774060515123450976e+00 7.193511309813051646e+00 2.818009920731254336e+00 1.062497623978792660e+00 9.510450318908979739e+00 1.521661855203388924e+01 1.470830139586944263e+01
3.030969509084373570e+00 6.070721073998282868e+00 1.104987368177042484e+01 1.166796711781852025e+01 2.202155480535634702e+00 2.268725234749239927e+00 1.328504943362606916e+01 1.632500388579280592e+00 1.381148904514928510e+01 8.841845171553815774e+00
2.206250453016684876e+00 7.365298803557728036e+00 1.147040849420619857e+01 1.128815182907229797e+01 1.288969160472351483e+01 1.131563777005987603e+01 8.968336994871304313e-01 9.267745169262488147e+00 1.057743772009126637e+01 7.844633880183547348e+00
8.760942264299014681e+00 2.189911807089075069e+00 4.240228822415835097e+00 1.079883807445604660e+01 4.858512448429982200e+00 8.586761257963058114e+00 1.512305518402170534e+00 4.410907198969545639e+00 1.626725348584406561e+01 1.498626674306028228e+01
9.785258193753152867e+00 6.571554675292595959e+00 6.084773983452107515e+00 8.898577979334225674e+00 3.792660931528784030e-01 9.192424429648909268e+00 1.545325256260464997e+01 7.730662354382271673e+00 1.056832876533623100e+01 4.358380455323494829e+00
7.812894136870307538e-01 9.847980324984636269e+00 7.903105107476536162e+00 1.044148096423003835e+01 1.275836032771046291e+01 1.262231004729683903e+01 1.323539960176899299e+01 1.284965399292553734e+01 1.271838605366376918e+01 1.135662420131034622e+01
8.704630106580509619e+00 9.846033956833812439e+00 2.655715704294339563e+00 8.938285827954985052e+00 1.415493095221706410e+00 7.921572273219386062e+00 3.971362305601690679e+00 8.299647213171837734e+00 7.862243100606574053e+00 1.412414561355702602e+01
7.704340960137301408e-01 6.804630490860258618e+00 2.057864801355322903e+00 9.968306250473066399e+00 1.371882634093379627e+00 9.458168276927116480e+00 5.838576716114099341e+00 1.668732985360795951e+00 8.770992697261368320e+00 1.406699469248173529e+01
5.140357830511921300e+00 7.086953958824271815e+00 9.232859355607255125e+00 4.791021053829003229e+00 6.733054702405803837e+00 8.370498962657073605e+00 1.520179195281052387e+00 4.397724170072814687e+00 1.484298237545874422e+01 1.651269630008884093e+01
1.271653899902848162e+00 1.544781164507317284e-01 7.311360292158252783e+00 6.239685448858649508e+00 7.129931604837726589e+00 7.517850065509477986e+00 1.581571600036410707e+01 2.327319948732641919e+00 1.601265536166360803e+01 1.537175110341667583e+01
7.020163590515038354e-01 1.527381147986661691e+00 1.178768291782541766e+01 1.293546695441124683e+01 7.856369773083919483e+00 1.091193537661725799e+01 9.791493062203478814e+00 5.431424705881902071e-01 2.781078279159899580e+00 9.764052709774691863e+00
6.635148419079283322e+00 6.023086214733943677e+00 9.357024011247412787e+00 6.142419825736075367e+00 8.147531527006000474e+00 5.508375168545343037e-01 6.204163867928555121e+00 1.682192368067030586e+01 7.225194826735796383e+00 1.783062322814864231e+01
6.845839281355427630e+00 8.799274243458205191e+00 2.553584855338590920e-01 7.754997170244685156e-01 4.582403669369568000e-01 1.464532743668114634e+01 1.462427807749558539e+01 9.136913994420579499e+00 2.224169697313746585e+00 7.300503411841492429e+00
1.593457130323364668e+00 3.317120182010098617e+00 1.126270034662389818e+01 7.618274315909051353e+00 1.396096156895709406e+01 7.267925464609232833e+00 8.681591204262737449e-01 5.967902252957362208e+00 1.393912363836397539e+01 5.135808463321587247e+00
2.804560477375568350e+00 1.471897298093909123e+00 5.587403000080929161e+00 1.008478906356549665e+01 8.342279743147864579e+00 1.078836697516183385e+01 1.089617042645523703e+01 1.209471956384805758e+01 5.883849864501015325e+00 5.726509082740768974e+00
2.984094015555927015e-01 9.967128296087883754e+00 1.348716753602334784e-01 8.049036537837741534e+00 1.221566657089795882e+01 7.582869030310707359e+00 6.688814005565976828e+00 9.637509202873872027e+00 4.896310829926282082e+00 9.170980376034282955e+00
3.531632400283845286e+00 1.188423405023851576e+00 6.088354784261705177e+00 1.272766428998134991e+01 5.784343616141986999e+00 8.221488230578758660e+00 3.568907169587861361e+00 2.400211864019770935e+00 1.748465654044307271e+01 2.070087666630557433e+00
